Bus Name,Bus Type,Start Time,End Time,Rating,Total Duration,Price,Seats Available,Route Name,Route Link,State
Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),10:30,11:30,3.3,01h 00m,200,47 Seats available,Panaji To Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),13:30,14:30,3.6,01h 00m,200,47 Seats available,Panaji To Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,2.3,01h 05m,200,46 Seats available,Panaji To Mopa Airport,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Ktcl
PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,3.5,14h 45m,1499,15 Seats available,Goa To Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi,Ktcl
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,11:00,2.1,16h 00m,1850,12 Seats available,Goa To Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi,Ktcl
Hans Travels (I) Private Limited,A/C Sleeper (2+1),14:00,4:15,1.6,14h 15m,1600,7 Seats available,Goa To Shirdi,https://www.redbus.in/bus-tickets/goa-to-shirdi,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30,11:30,3.6,01h 00m,200,47 Seats available,Mopa Airport To Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159657,A/C Seater (2+3),11:15,12:15,3.6,01h 00m,200,47 Seats available,Mopa Airport To Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,13:25,3.6,00h 55m,200,46 Seats available,Mopa Airport To Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,16:55,3.6,00h 55m,200,47 Seats available,Mopa Airport To Panaji,https://www.redbus.in/bus-tickets/mopa-airport-to-panaji,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,18:15,3.6,02h 15m,140,5 Seats available,Belagavi To Saquelim,https://www.redbus.in/bus-tickets/belagavi-to-saquelim,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00,10:31,3.6,00h 31m,100,41 Seats available,Calangute Goa To Panaji,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Ktcl
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,16:01,3.6,00h 31m,100,41 Seats available,Calangute Goa To Panaji,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Ktcl
V k jain travels,NON A/C Sleeper (2+1),11:00,16:05,3,05h 05m,480,30 Seats available,Jodhpur To Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,18:00,4,04h 00m,430,35 Seats available,Jodhpur To Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Rsrtc
M R Travels,A/C Seater / Sleeper (2+1),14:30,19:15,3.8,04h 45m,605,9 Seats available,Jodhpur To Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Rsrtc
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,20:30,3.8,05h 00m,350,38 Seats available,Jodhpur To Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Rsrtc
V k jain travels,NON A/C Sleeper (2+1),14:50,19:16,3,04h 26m,500,30 Seats available,Beawer To Jaipur,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),17:20,20:45,3.7,03h 25m,300,36 Seats available,Beawer To Jaipur,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Rsrtc
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,3.8,03h 30m,350,42 Seats available,Beawer To Jaipur,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Rsrtc
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,3.9,02h 39m,500,22 Seats available,Beawer To Jaipur,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Rsrtc
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,4.6,04h 30m,550,2 Seats available,Udaipur To Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Rsrtc
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,4.5,04h 45m,485,37 Seats available,Udaipur To Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Rsrtc
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),12:50,17:20,4.2,04h 30m,550,2 Seats available,Udaipur To Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Rsrtc
AdGajraj Travels,A/C Sleeper (2+1),22:30,5:00,4.9,06h 30m,600,33 Seats available,Udaipur To Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Rsrtc
Gajraj Travels,A/C Sleeper (2+1),22:15,5:35,4.7,07h 20m,600,17 Seats available,Jaipur To Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Rsrtc
Jain travels regd,AC Sleeper (2+1),22:30,5:05,4.2,06h 35m,600,19 Seats available,Jaipur To Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Rsrtc
M R Travels,A/C Seater / Sleeper (2+1),22:30,5:30,4.3,07h 00m,510,31 Seats available,Jaipur To Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),23:00,6:00,4.1,07h 00m,450,27 Seats available,Jaipur To Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Rsrtc
Devraj Travels,Bharat Benz A/C Seater (2+2),9:40,12:10,3.4,02h 30m,350,28 Seats available,Sikar To Jaipur,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Rsrtc
MS Gajraj Bus Service,A/C Seater (2+3),11:35,14:00,5,02h 25m,316,56 Seats available,Sikar To Jaipur,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Rsrtc
Rajat Travels,A/C Seater / Sleeper (2+1),15:00,17:30,3.2,02h 30m,250,41 Seats available,Sikar To Jaipur,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Rsrtc
Ankit Travels,AC Seater (2+2),17:50,20:10,3.7,02h 20m,315,45 Seats available,Sikar To Jaipur,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Rsrtc
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,6:15,4.1,08h 45m,400,10 Seats available,Aligarh Uttar Pradesh To Jaipur,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rsrtc
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,5:20,3.5,07h 50m,400,30 Seats available,Aligarh Uttar Pradesh To Jaipur,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rsrtc
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,7:00,2.7,07h 05m,499,23 Seats available,Aligarh Uttar Pradesh To Jaipur,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rsrtc
Vijay Tour and Travels,Bharat Benz A/C Sleeper (2+1),18:00,22:40,4.1,04h 40m,449,28 Seats available,Kota Rajasthan To Jaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Rsrtc
Jakhar Travels,A/C Seater / Sleeper (2+1),23:59,6:00,4.2,06h 01m,500,30 Seats available,Kota Rajasthan To Jaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Rsrtc
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,22:15,4,05h 15m,381,36 Seats available,Kota Rajasthan To Jaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Rsrtc
Babu Travels,Bharat Benz A/C Sleeper (2+1),16:00,20:30,3.8,04h 30m,500,10 Seats available,Kota Rajasthan To Jaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Rsrtc
Devraj Travels,A/C Seater (2+3),12:15,18:00,3.2,05h 45m,350,56 Seats available,Jaipur To Pilani,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Rsrtc
Devraj Travels,Bharat Benz A/C Seater (2+2),12:30,18:20,3.2,05h 50m,350,31 Seats available,Jaipur To Pilani,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Rsrtc
Vijay Tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),14:15,19:30,3.8,05h 15m,450,23 Seats available,Jaipur To Pilani,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Rsrtc
Neeraj travels,Bharat Benz A/C Seater /Sleeper (2+1),15:00,19:52,3,04h 52m,450,20 Seats available,Jaipur To Pilani,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Rsrtc
UPSRTC - BDV0129,Ordinary Non AC Seater 2+3,23:44,7:25,3.3,07h 41m,397,52 Seats available,Jaipur To Aligarh Uttar Pradesh,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Rsrtc
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,4:55,4.3,07h 25m,400,26 Seats available,Jaipur To Aligarh Uttar Pradesh,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Rsrtc
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,4:25,4,07h 10m,400,41 Seats available,Jaipur To Aligarh Uttar Pradesh,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Rsrtc
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,4:00,3,07h 00m,499,27 Seats available,Jaipur To Aligarh Uttar Pradesh,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Rsrtc
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,18:06,20:30,3.3,02h 24m,133.1,52 Seats available,Kishangarh To Jaipur,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Rsrtc
Rinku Travels,A/C Seater / Sleeper (2+1),17:30,21:00,3.6,03h 30m,350,41 Seats available,Kishangarh To Jaipur,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Rsrtc
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:00,21:30,3.6,03h 30m,333,30 Seats available,Kishangarh To Jaipur,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),18:45,20:45,3.9,02h 00m,300,40 Seats available,Kishangarh To Jaipur,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Rsrtc
Bhawani Travels,NON AC Seater / Sleeper 2+1,10:20,14:20,3.1,04h 00m,333,36 Seats available,Sikar To Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rsrtc
Shree karni Travels,A/C Seater / Sleeper (2+1),14:15,19:25,4.9,05h 10m,381,35 Seats available,Sikar To Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rsrtc
Shree karni Travels,Non A/C Seater / Sleeper (2+1),15:00,19:10,4.2,04h 10m,350,40 Seats available,Sikar To Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rsrtc
Milan Travels,A/C Seater / Sleeper (2+1),15:20,18:30,4.2,03h 10m,619,18 Seats available,Sikar To Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rsrtc
U.K. Travels,A/C Seater / Sleeper (2+1),15:55,19:40,3.6,03h 45m,370,26 Seats available,Sikar To Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rsrtc
V k jain travels,NON A/C Sleeper (2+1),11:00,14:50,3,03h 50m,430,30 Seats available,Jodhpur To Beawer,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,17:20,3.9,03h 20m,370,36 Seats available,Jodhpur To Beawer,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Rsrtc
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,19:30,3.9,04h 00m,270,42 Seats available,Jodhpur To Beawer,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Rsrtc
M R Travels,NON A/C Seater/ Sleeper (2+1),15:30,19:30,3.8,04h 00m,408,38 Seats available,Jodhpur To Beawer,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Rsrtc
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),12:50,16:25,4.4,03h 35m,550,4 Seats available,Udaipur To Pali Rajasthan,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),13:45,18:25,3.5,04h 40m,500,40 Seats available,Udaipur To Pali Rajasthan,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Rsrtc
Jain travels regd,NON AC Seater / Sleeper 2+1,16:00,20:40,3.8,04h 40m,300,34 Seats available,Udaipur To Pali Rajasthan,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Rsrtc
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,20:35,4.5,03h 35m,550,2 Seats available,Udaipur To Pali Rajasthan,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Rsrtc
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,3:30,4.1,05h 30m,500,29 Seats available,Jaipur To Kota Rajasthan,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Rsrtc
Babu Travels,A/C Seater / Sleeper (2+1),18:30,23:42,4.1,05h 12m,749,27 Seats available,Jaipur To Kota Rajasthan,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Rsrtc
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),21:15,3:00,4.2,05h 45m,300,36 Seats available,Jaipur To Kota Rajasthan,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Rsrtc
Priya Bus Service,AC Seater (2+2),17:25,22:15,3.9,04h 50m,333,28 Seats available,Jaipur To Kota Rajasthan,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Rsrtc
Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),22:00,5:00,4.1,07h 00m,350,33 Seats available,Kota Rajasthan To Udaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Rsrtc
Paras Travels,A/C Seater / Sleeper (2+1),22:30,5:00,3.9,06h 30m,300,15 Seats available,Kota Rajasthan To Udaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Rsrtc
Radhey Travels,NON AC Seater / Sleeper 2+1,22:45,5:30,3.7,06h 45m,350,23 Seats available,Kota Rajasthan To Udaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Rsrtc
Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:00,22:30,3.4,04h 30m,500,25 Seats available,Kota Rajasthan To Udaipur,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Rsrtc
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,1:54,3.3,04h 34m,226,52 Seats available,Jaipur To Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Rsrtc
Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,1:00,1.7,04h 00m,800,40 Seats available,Jaipur To Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Rsrtc
NueGo,Electric A/C Seater (2+2),9:55,13:15,4.2,03h 20m,237,11 Seats available,Jaipur To Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Rsrtc
Shree Savariya Travels & Transport,A/C Sleeper (2+1),12:30,18:00,3.3,05h 30m,3499,19 Seats available,Jaipur To Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Rsrtc
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,2:30,3.3,05h 10m,289,52 Seats available,Jaipur To Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Rsrtc
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,2:30,3.5,05h 30m,499,27 Seats available,Jaipur To Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Rsrtc
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,2:55,4.3,05h 40m,400,27 Seats available,Jaipur To Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Rsrtc
Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:15,3:15,3.1,05h 00m,449,36 Seats available,Jaipur To Mathura,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Rsrtc
New Deep Travels,Volvo A/C Semi Sleeper (2+2),9:50,12:10,4.6,02h 20m,600,11 Seats available,Bikaner To Sikar,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Rsrtc
Ganesh Travels,A/C Seater / Sleeper (2+1),11:00,15:30,3.2,04h 30m,500,42 Seats available,Bikaner To Sikar,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Rsrtc
Maharaja Travels,A/C Seater / Sleeper (2+1),11:30,15:20,3.3,03h 50m,333,33 Seats available,Bikaner To Sikar,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Rsrtc
Maharaja Travels,A/C Seater / Sleeper (2+1),13:00,16:50,3.4,03h 50m,333,33 Seats available,Bikaner To Sikar,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Rsrtc
Raj Travel (Laxmi Traveller),Bharat Benz A/C Seater (2+1),10:00,13:55,4.1,03h 55m,500,4 Seats available,Pali To Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Rsrtc
Jain travels regd,NON AC Seater / Sleeper 2+1,12:30,17:20,3.9,04h 50m,350,49 Seats available,Pali To Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Rsrtc
Jain travels regd,A/C Seater / Sleeper (2+1),15:20,20:00,3.5,04h 40m,460,40 Seats available,Pali To Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Rsrtc
Ashok Travels,Non A/C Seater / Sleeper (2+1),15:30,21:45,3.4,06h 15m,585,40 Seats available,Pali To Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Rsrtc
Raj travels,A/C Sleeper (2+1),22:15,6:30,4.7,08h 15m,499,23 Seats available,Udaipur To Jaipur,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Rsrtc
Raj travels,A/C Sleeper (2+1),22:00,6:30,4.8,08h 30m,619,27 Seats available,Udaipur To Jaipur,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Rsrtc
Shreenath Travellers Pvt Ltd,Bharat Benz A/C Sleeper (2+1),21:00,5:55,4.2,08h 55m,585,18 Seats available,Udaipur To Jaipur,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Rsrtc
AdParas Travels,A/C Seater / Sleeper (2+1),22:05,6:25,3.7,08h 20m,286,33 Seats available,Udaipur To Jaipur,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Rsrtc
SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),9:45,13:45,4.3,04h 00m,486,26 Seats available,Durgapur To Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,South
SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),9:45,13:45,4.3,04h 00m,486,26 Seats available,Durgapur To Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,South
Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),10:30,14:30,4.8,04h 00m,486,14 Seats available,Durgapur To Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,South
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),9:40,11:15,4.4,01h 35m,429,22 Seats available,Kolkata To Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,South
Greenline,Volvo A/C Seater (2+2),9:50,12:20,4.8,02h 30m,429,36 Seats available,Kolkata To Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,South
Express Line,Volvo 9600 A/C Seater (2+2),10:25,12:35,4.4,02h 10m,429,39 Seats available,Kolkata To Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,South
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),11:00,13:30,4.5,02h 30m,429,26 Seats available,Kolkata To Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,South
WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45,16:45,4.2,03h 00m,350,33 Seats available,Kolkata To Durgapur,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,South
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),9:40,13:15,4.4,03h 35m,486,33 Seats available,Kolkata To Durgapur,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,South
Greenline,Volvo A/C Seater (2+2),9:50,13:50,4.6,04h 00m,486,33 Seats available,Kolkata To Durgapur,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,South
Express Line,Volvo 9600 A/C Seater (2+2),10:25,14:25,4.6,04h 00m,486,36 Seats available,Kolkata To Durgapur,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,South
WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,19:30,4,02h 45m,97,34 Seats available,Haldia To Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata,South
Gogol City Service,AC Seater (2+3),12:50,15:35,4.1,02h 45m,149,55 Seats available,Kolkata To Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,South
Gogol City Service,AC Seater (2+3),13:30,16:15,4.3,02h 45m,149,53 Seats available,Kolkata To Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,South
Satadal Travels,A/C Seater (2+2),14:55,18:15,3.8,03h 20m,167,31 Seats available,Kolkata To Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,South
Satadal Travels,A/C Seater (2+2),14:56,18:15,3.7,03h 19m,185,33 Seats available,Kolkata To Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,South
WBTC (CTC) KOLKATA - JOYRAMBATI - BISHNUPUR - 123|15:55,Non AC Seater (2+3),15:55,18:55,2.8,03h 00m,69,48 Seats available,Kolkata To Arambagh West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,South
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,4:30,4.6,05h 00m,682,35 Seats available,Kolkata To Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,South
Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,5:10,4.2,05h 13m,347,28 Seats available,Kolkata To Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,South
West bengal transport corporation - 74747,Non AC Seater (2+3),9:50,14:30,2.1,04h 40m,145,20 Seats available,Digha To Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,South
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,18:15,4.5,04h 30m,299,24 Seats available,Digha To Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,South
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),13:45,18:55,4.3,05h 10m,299,24 Seats available,Digha To Kolkata,https://www.redbus.in/bus-tickets/digha-to-kolkata,South
PALLY DUTH PARIBAHAN,A/C Seater (2+3),15:20,19:45,New,04h 25m,298,29 Seats available,Kolkata To Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,South
City Queen Bus Service,Non AC Seater (2+2),20:50,2:00,3.5,05h 10m,250,13 Seats available,Kolkata To Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,South
City Queen Bus Service,Non AC Seater (2+2),21:30,3:30,2.3,06h 00m,285,18 Seats available,Kolkata To Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,South
WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45,17:40,4.3,03h 55m,430,24 Seats available,Kolkata To Asansol,https://www.redbus.in/bus-tickets/kolkata-to-asansol,South
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),9:40,14:15,4.1,04h 35m,524,24 Seats available,Kolkata To Asansol,https://www.redbus.in/bus-tickets/kolkata-to-asansol,South
Greenline,Volvo A/C Seater (2+2),9:50,14:50,4.7,05h 00m,524,33 Seats available,Kolkata To Asansol,https://www.redbus.in/bus-tickets/kolkata-to-asansol,South
