Bus Name,Bus Type,Start Time,End Time,Rating,Total Duration,Price,Seats Available,Route Name,Route Link,State
SBSTC-KOLKATA - HALDIA - 11:15 (Haldia Depot) - 698,Non AC Seater (2+3),11:15,0:00,4.4,12h 45m,80,51 Seats available,Kolkata To Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,South
SBSTC-DIGHA - DURGAPUR - VIA - BISHNUPUR - 2/2 - 20:30 - 3808,Non AC Seater (2+2),20:30,4:40,3.8,08h 10m,233,19 Seats available,Digha To Durgapur,https://www.redbus.in/bus-tickets/digha-to-durgapur,South
SBSTC-DIGHA - ASANSOL - VIA - MEDINIPUR-DURGAPUR - 21:30 - 1553,Non AC Seater (2+3),21:30,6:00,3.3,08h 30m,238,43 Seats available,Digha To Durgapur,https://www.redbus.in/bus-tickets/digha-to-durgapur,South
Basu Travels,A/C Seater / Sleeper (2+2),23:59,2:00,2.8,02h 01m,479,34 Seats available,Kolkata To Nandakumar,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,South
Subhadip Travels(Kojagar),Non AC Seater (2+3),16:50,19:15,4.2,02h 25m,378,31 Seats available,Kolkata To Nandakumar,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,South
Subhadip Travels(Radha Gobinda),A/C Seater (2+3),15:25,18:30,4.2,03h 05m,288,66 Seats available,Kolkata To Nandakumar,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,South
Subhadip Travels,A/C Executive (2+3),17:20,18:50,4.2,01h 30m,288,46 Seats available,Kolkata To Nandakumar,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,South
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 10:30 - 2548,Non AC Seater (2+3),10:30,0:00,4.3,13h 30m,64,49 Seats available,Kolkata To Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,South
SBSTC-KOLKATA - MIDNAPUR - 11:20 (MID DEPOT) - 592,Non AC Seater (2+3),11:15,0:00,4.3,12h 45m,64,52 Seats available,Kolkata To Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,South
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 11:40 - 2549,Non AC Seater (2+3),11:40,0:00,4.3,12h 20m,64,52 Seats available,Kolkata To Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,South
SBSTC-KOLKATA - DIGHA - 11:45 (KALNA DEPOT) - 3822,Non AC Seater (2+3),11:45,0:00,4.3,12h 15m,65,49 Seats available,Kolkata To Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,South
SBSTC-KOLKATA - BELPAHARI - VIA - LODHASULI - 13:15 (JHR - 3410,Non AC Seater (2+3),13:15,0:00,4.3,10h 45m,65,49 Seats available,Kolkata To Kolaghat,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,South
SBSTC-FALTA - DIGHA - VIA - KOLKATA - 07:00 (FALTA DEPOT - 547,Non AC Seater (2+3),10:15,0:00,4,13h 45m,68,52 Seats available,Kolkata To Mecheda West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,South
SBSTC-KOLKATA - DIGHA - 10:30 (MID DEPOT) - 3363,Non AC Seater (2+3),10:30,0:00,4,13h 30m,68,48 Seats available,Kolkata To Mecheda West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,South
SBSTC-KOLKATA - HALDIA - 10:30 (Haldia Depot) - 1078,Non AC Seater (2+3),10:30,0:00,4,13h 30m,68,48 Seats available,Kolkata To Mecheda West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,South
SBSTC-ARAMBAG - DIGHA - VIA - KOLKATA - 07:40 - 1307,Non AC Seater (2+3),10:45,0:00,4,13h 15m,68,52 Seats available,Kolkata To Mecheda West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,South
SBSTC-KOLKATA - HALDIA - 11:15 (Haldia Depot) - 698,Non AC Seater (2+3),11:15,0:00,4,12h 45m,68,50 Seats available,Kolkata To Mecheda West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,South
WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25,17:25,3.6,03h 00m,147,41 Seats available,Durgapur To Barasat West Bengal,https://www.redbus.in/bus-tickets/durgapur-to-barasat-west-bengal,South
SBSTC-FALTA - DIGHA - VIA - KOLKATA - 07:00 (FALTA DEPOT - 547,Non AC Seater (2+3),10:15,0:00,3.7,13h 45m,96,52 Seats available,Kolkata To Chandipur West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,South
SBSTC-KOLKATA - DIGHA - 10:30 (MID DEPOT) - 3363,Non AC Seater (2+3),10:30,0:00,3.7,13h 30m,96,48 Seats available,Kolkata To Chandipur West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,South
SBSTC-ARAMBAG - DIGHA - VIA - KOLKATA - 07:40 - 1307,Non AC Seater (2+3),10:45,0:00,3.7,13h 15m,96,52 Seats available,Kolkata To Chandipur West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,South
SBSTC-KOLKATA - DIGHA - 11:45 (KALNA DEPOT) - 3822,Non AC Seater (2+3),11:45,0:00,4.5,12h 15m,96,49 Seats available,Kolkata To Chandipur West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,South
SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45,0:00,3.7,10h 15m,96,47 Seats available,Kolkata To Chandipur West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,South
WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,19:10,3.9,04h 40m,435,28 Seats available,Kolkata To Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,South
SBSTC-DURGAPUR - DIGHA - VIA - MIDNAPUR - 2/2 - 20:00 (D - 3807,Non AC Seater (2+2),20:00,4:45,3.9,08h 45m,238,11 Seats available,Durgapur To Digha,https://www.redbus.in/bus-tickets/durgapur-to-digha,South
SBSTC-DURGAPUR - BERHAMPUR - VIA - SURI - 10:20 (DGP DEP - 3603,Non AC Seater (2+3),10:20,14:20,2.9,04h 00m,163,52 Seats available,Durgapur To Berhampore,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,South
SBSTC-PURULIA - BERHAMPUR - 07:30 (PRL DEPOT) - 862,Non AC Seater (2+3),11:20,15:20,1.7,04h 00m,159,52 Seats available,Durgapur To Berhampore,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,South
SBSTC-MIDNAPUR - BERHAMPUR - 07:00 (MID DEPOT) - 994,Non AC Seater (2+3),11:50,15:50,3.1,04h 00m,159,52 Seats available,Durgapur To Berhampore,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,South
SBSTC-DURGAPUR - BERHAMPUR - VIA - BOLPUR - 11:45 - 1114,Non AC Seater (2+3),12:15,16:15,3.1,04h 00m,139,52 Seats available,Durgapur To Berhampore,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,South
SBSTC-DURGAPUR - BERHAMPUR - VIA - SURI - 13:05 (BRP DEP - 1106,Non AC Seater (2+3),13:05,17:05,2.9,04h 00m,163,52 Seats available,Durgapur To Berhampore,https://www.redbus.in/bus-tickets/durgapur-to-berhampore,South
City Express,AC Seater (2+3),11:35,16:56,3.7,05h 21m,320,26 Seats available,Digha To Barasat West Bengal,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,South
Snemita Paribahan,AC Seater (2+3),11:35,17:10,3.6,05h 35m,351,22 Seats available,Digha To Barasat West Bengal,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,South
The Joy Ride,A/C Seater / Sleeper (2+2),21:15,3:35,3.7,06h 20m,650,45 Seats available,Digha To Barasat West Bengal,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,South
WBTC (CTC) KARUNAMOYEE-BOLPUR-SURI(AC VOLVO) - 207|16:30,Volvo AC Seater (2+2),16:30,19:25,2.8,02h 55m,345,31 Seats available,Illambazar To Kolkata,https://www.redbus.in/bus-tickets/illambazar-to-kolkata,South
SANTOSH BUS SERVICE,AC Seater (2+3),13:30,17:10,3.7,03h 40m,399,36 Seats available,Kolkata To Bajkul West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,South
Basu Travels,A/C Seater Push Back (2+3),14:25,17:20,2.8,02h 55m,319,30 Seats available,Kolkata To Bajkul West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,South
Bengal Surface Transport,A/C Seater Push Back (2+3),14:29,17:20,2.8,02h 51m,303,41 Seats available,Kolkata To Bajkul West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,South
Basu Travels,A/C Seater Push Back (2+3),14:32,17:10,2.8,02h 38m,312,20 Seats available,Kolkata To Bajkul West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,South
Bengal Surface Transport,A/C Seater Push Back (2+3),23:20,2:15,2.8,02h 55m,335,21 Seats available,Kolkata To Bajkul West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-bajkul-west-bengal,South
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 10:30 - 2548,Non AC Seater (2+3),10:30,0:00,3.7,13h 30m,88,49 Seats available,Kolkata To Debra,https://www.redbus.in/bus-tickets/kolkata-to-debra,South
SBSTC-KOLKATA - MIDNAPUR - 11:20 (MID DEPOT) - 592,Non AC Seater (2+3),11:15,0:00,3.7,12h 45m,88,52 Seats available,Kolkata To Debra,https://www.redbus.in/bus-tickets/kolkata-to-debra,South
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 11:40 - 2549,Non AC Seater (2+3),11:40,0:00,3.7,12h 20m,88,52 Seats available,Kolkata To Debra,https://www.redbus.in/bus-tickets/kolkata-to-debra,South
SBSTC-KOLKATA - BELPAHARI - VIA - LODHASULI - 13:15 (JHR - 3410,Non AC Seater (2+3),13:15,0:00,3.7,10h 45m,88,49 Seats available,Kolkata To Debra,https://www.redbus.in/bus-tickets/kolkata-to-debra,South
SBSTC-KOLKATA - MIDNAPUR - 14:00 (MID DEPOT) - 3150,Non AC Seater (2+3),14:00,0:00,3.7,10h 00m,88,51 Seats available,Kolkata To Debra,https://www.redbus.in/bus-tickets/kolkata-to-debra,South
Basu Travels,A/C Seater Push Back (2+3),14:25,19:00,2.8,04h 35m,319,30 Seats available,Kolkata To Ramnagar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,South
Bengal Surface Transport,A/C Seater Push Back (2+3),14:29,18:35,2.8,04h 06m,303,41 Seats available,Kolkata To Ramnagar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,South
Basu Travels,A/C Seater Push Back (2+3),14:32,18:45,2.8,04h 13m,312,20 Seats available,Kolkata To Ramnagar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,South
Bengal Surface Transport,A/C Seater Push Back (2+3),23:20,4:00,2.8,04h 40m,335,21 Seats available,Kolkata To Ramnagar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-ramnagar-west-bengal,South
SBSTC-KOLKATA - KIRNAHAR - 14:35 (BWN DEPOT) - 1047,Non AC Seater (2+3),14:35,20:05,3.4,05h 30m,150,49 Seats available,Kolkata To Kirnahar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,South
SBSTC-KOLKATA - LANGALHATA - 15:15 (BWN DEPOT) - 1849,Non AC Seater (2+3),15:15,20:45,3.3,05h 30m,150,52 Seats available,Kolkata To Kirnahar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,South
SBSTC-KOLKATA - LABPUR - 16:35 (HWH DEPOT) - 3238,Non AC Seater (2+3),16:35,22:05,3,05h 30m,150,39 Seats available,Kolkata To Kirnahar West Bengal,https://www.redbus.in/bus-tickets/kolkata-to-kirnahar-west-bengal,South
Aaranyak Travels,A/C Seater (2+3),14:50,18:50,4.2,04h 00m,180,65 Seats available,Kolkata To Jhargram,https://www.redbus.in/bus-tickets/kolkata-to-jhargram,South
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 10:30 - 2548,Non AC Seater (2+3),10:30,0:00,4.3,13h 30m,75,49 Seats available,Kolkata To Panskura,https://www.redbus.in/bus-tickets/kolkata-to-panskura,South
SBSTC-KOLKATA - MIDNAPUR - 11:20 (MID DEPOT) - 592,Non AC Seater (2+3),11:15,0:00,4.3,12h 45m,75,52 Seats available,Kolkata To Panskura,https://www.redbus.in/bus-tickets/kolkata-to-panskura,South
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 11:40 - 2549,Non AC Seater (2+3),11:40,0:00,2.5,12h 20m,75,52 Seats available,Kolkata To Panskura,https://www.redbus.in/bus-tickets/kolkata-to-panskura,South
SBSTC-KOLKATA - BELPAHARI - VIA - LODHASULI - 13:15 (JHR - 3410,Non AC Seater (2+3),13:15,0:00,4.3,10h 45m,75,49 Seats available,Kolkata To Panskura,https://www.redbus.in/bus-tickets/kolkata-to-panskura,South
SBSTC-KOLKATA - MIDNAPUR - 14:00 (MID DEPOT) - 3150,Non AC Seater (2+3),14:00,0:00,4.3,10h 00m,75,51 Seats available,Kolkata To Panskura,https://www.redbus.in/bus-tickets/kolkata-to-panskura,South
SBSTC-BERHAMPUR - DURGAPUR - VIA - BOLPUR - 13:10 - 1091,Non AC Seater (2+3),13:10,0:00,4.7,10h 50m,90,50 Seats available,Berhampore To Bolpur West Bengal,https://www.redbus.in/bus-tickets/berhampore-to-bolpur-west-bengal,South
Dolphin tours and travels,A/C Seater / Sleeper (2+2),17:45,19:00,3.7,01h 15m,896,24 Seats available,Durgapur To Bankura,https://www.redbus.in/bus-tickets/durgapur-to-bankura,South
Sri Balaji Parivahan,Non AC Seater (2+3),15:45,17:30,2.7,01h 45m,110,10 Seats available,Durgapur To Bankura,https://www.redbus.in/bus-tickets/durgapur-to-bankura,South
NBSTC-SLG-KOL-AC-18:45 - 176648,AC Seater (2+2),19:00,7:00,4.1,12h 00m,1100,26 Seats available,Siliguri To Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,South
SBSTC-SILIGURI - KOLKATA - VOLVO - 19:35 (BEL DEPOT) - 3926,Volvo AC Seater (2+2),19:35,8:35,3.4,13h 00m,1210,51 Seats available,Siliguri To Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,South
Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),20:00,9:00,4.1,13h 00m,1200,40 Seats available,Siliguri To Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,South
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45,6:45,4.1,12h 00m,1199,44 Seats available,Siliguri To Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,South
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,19:30,4,09h 30m,493,22 Seats available,Delhi To Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),9:45,19:05,4,09h 20m,493,9 Seats available,Delhi To Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Hrtc
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,8:00,4.8,09h 00m,791,3 Seats available,Delhi To Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Hrtc
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,8:00,4.5,08h 30m,1199,3 Seats available,Delhi To Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,1:15,3.3,04h 55m,699,35 Seats available,Hamirpur Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,1:20,4.5,04h 05m,703,18 Seats available,Hamirpur Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hrtc
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:45,1:30,3.1,03h 45m,570,10 Seats available,Hamirpur Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hrtc
HRTC - 9236,A/C Executive (2+3),12:05,16:10,4.3,04h 05m,340,6 Seats available,Chandigarh To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Hrtc
HRTC - 1515,Ordinary 3+2 Non AC Seater,13:20,20:15,3.3,06h 55m,373,36 Seats available,Chandigarh To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Hrtc
HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,19:05,4.1,05h 09m,364,37 Seats available,Chandigarh To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Hrtc
HRTC - 1516,A/C Executive (2+3),15:00,18:50,4.2,03h 50m,340,27 Seats available,Chandigarh To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Hrtc
HRTC - 1468,Ordinary 3+2 Non AC Seater,15:30,21:20,3.9,05h 50m,302,37 Seats available,Chandigarh To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Hrtc
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,2:00,3,09h 30m,1117,32 Seats available,Shimla To Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,5:00,4.1,07h 00m,783,20 Seats available,Shimla To Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Hrtc
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,6:40,4.6,08h 40m,789,2 Seats available,Shimla To Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),10:30,19:00,4.3,08h 30m,799,10 Seats available,Shimla To Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,5:15,4.7,08h 00m,703,18 Seats available,Hamirpur Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,5:30,4.5,09h 10m,799,11 Seats available,Hamirpur Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hrtc
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,6:30,4.7,08h 25m,620,11 Seats available,Hamirpur Himachal Pradesh To Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,6:10,4.5,09h 10m,799,20 Seats available,Delhi To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,5:55,4.7,08h 35m,760,22 Seats available,Delhi To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,5:55,4.7,08h 10m,693,17 Seats available,Delhi To Hamirpur Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Hrtc
FlixBus,Volvo A/C Seater (2+2),18:40,1:10,4.8,06h 30m,239.29,15 Seats available,Kangra To Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,1:00,4.8,05h 50m,599,36 Seats available,Kangra To Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Hrtc
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,4.5,04h 20m,899,30 Seats available,Kangra To Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:40,0:40,3.5,05h 00m,450,31 Seats available,Kangra To Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Hrtc
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,2:20,3.9,11h 50m,661,32 Seats available,Chamba Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Hrtc
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,3:15,3.9,12h 15m,637,35 Seats available,Chamba Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Hrtc
HRTC - 1024,A/C Executive (2+3),16:20,4:15,3.2,11h 55m,692,42 Seats available,Chamba Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Hrtc
HRTC - 1001,A/C Executive (2+3),17:15,4:00,2.7,10h 45m,692,43 Seats available,Chamba Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Hrtc
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,4:00,4.3,10h 20m,1181,10 Seats available,Chamba Himachal Pradesh To Chandigarh,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),9:45,14:45,4.2,05h 00m,493,10 Seats available,Delhi To Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,15:00,4.2,05h 00m,493,23 Seats available,Delhi To Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,1:15,4.6,07h 00m,699,13 Seats available,Palampur To Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Hrtc
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:40,1:20,4.6,06h 40m,703,18 Seats available,Palampur To Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Hrtc
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,1:00,4.6,06h 15m,636,21 Seats available,Palampur To Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Hrtc
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,1:45,4.8,06h 40m,593,9 Seats available,Palampur To Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Hrtc
FlixBus,Volvo A/C Seater (2+2),18:00,1:10,4.7,07h 10m,366.96,17 Seats available,Dharamshala To Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,1:00,4.7,06h 30m,599,22 Seats available,Dharamshala To Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:31,1:00,4.9,06h 29m,599,25 Seats available,Dharamshala To Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Hrtc
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,1:00,5,06h 15m,621,15 Seats available,Dharamshala To Chandigarh,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Hrtc
Chandigarh Transport Undertaking (CTU) - 165943,HVAC Seater (2+3),10:45,17:45,3.8,07h 00m,536.2,44 Seats available,Chandigarh To Dharamshala,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Hrtc
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,5:30,4.5,05h 40m,899,29 Seats available,Chandigarh To Dharamshala,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,6:00,4.7,06h 05m,599,38 Seats available,Chandigarh To Dharamshala,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,5:59,4.5,06h 04m,599,38 Seats available,Chandigarh To Dharamshala,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Hrtc
HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,10:00,3.9,16h 10m,876,34 Seats available,Delhi To Chamba Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Hrtc
HRTC - 590,A/C Executive (2+3),19:00,10:15,2.6,15h 15m,1062,39 Seats available,Delhi To Chamba Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Hrtc
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,11:30,3.8,15h 15m,1704,5 Seats available,Delhi To Chamba Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Hrtc
HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,1.9,20h 25m,907,37 Seats available,Delhi To Chamba Himachal Pradesh,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Hrtc
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,6:00,4.5,06h 05m,599,25 Seats available,Chandigarh To Palampur,https://www.redbus.in/bus-tickets/chandigarh-to-palampur,Hrtc
Royal Safari India Travels,Bharat Benz A/C Semi Sleeper (2+2),11:00,18:00,New,07h 00m,704,24 Seats available,Delhi To Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Hrtc
Royal Safari India Travels,Bharat Benz A/C Semi Sleeper (2+2),21:00,4:00,New,07h 00m,1266,25 Seats available,Delhi To Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Hrtc
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,4.6,04h 45m,432,32 Seats available,Shimla To Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Hrtc
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:30,13:25,4.3,02h 55m,540,20 Seats available,Shimla To Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Hrtc
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),10:30,13:40,4.7,03h 10m,699,12 Seats available,Shimla To Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Hrtc
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,4:50,4.8,05h 00m,899,29 Seats available,Chandigarh To Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Hrtc
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,5:10,4.7,05h 15m,599,38 Seats available,Chandigarh To Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Hrtc
